z,n,positronEmission(keV)
45,59,114.42169999999999
46,59,-1588.6325
47,59,1943.1455999999998
48,59,394.3763
49,59,4110.5966
50,59,2837.3475
51,59,7370.2501999999995
52,59,6227.2618999999995
53,59,9482.181700000001
54,59,7893.8924
55,59,11377.972800000001
56,59,9757.0022
57,59,13308.0022
35,60,-14411.9978
36,60,-15893.9978
37,60,-12117.6438
38,60,-13075.2339
39,60,-9147.2015
40,60,-10073.492699999999
41,60,-6752.4989000000005
42,60,-8284.5986
43,60,-4671.5867
44,60,-6618.7923
45,60,-2938.7249
46,60,-4566.8843
47,60,-1056.0436
48,60,-2667.6289
49,60,992.8068999999999
50,60,-394.0209
51,60,4079.8361999999997
52,60,3009.4572
53,60,6205.5232
54,60,4531.0382
55,60,7935.0022
56,60,6641.0022
57,60,10165.0022
36,61,-14444.9978
37,61,-11270.9978
38,61,-12419.3745
39,61,-8525.7343
40,61,-9128.1981
41,61,-5738.8358
42,61,-6947.6617
43,61,-3177.219
44,61,-4670.2374
45,61,-1061.4016
46,61,-2530.9405
47,61,895.426
48,61,-806.8976
49,61,2856.0022
50,61,1431.4714
51,61,6034.0782
52,61,5047.9303
53,61,8228.743900000001
54,61,6659.0497
55,61,9982.0022
56,61,8013.196499999999
57,61,11558.0022
58,61,10177.0022
36,62,-17091.9978
37,62,-13742.9978
38,62,-14573.618199999999
39,62,-10751.8699
40,62,-11430.783399999998
41,62,-8241.6718
42,62,-9554.749
43,62,-5977.5135
44,62,-7568.9978
45,62,-4023.1435
46,62,-5515.0574
47,62,-2134.9447
48,62,-3912.6611000000003
49,62,-161.80060000000003
50,62,-1686.9202
51,62,2889.1659
52,62,1584.942
53,62,4702.965
54,62,3351.7785999999996
55,62,6670.2483999999995
56,62,5188.0022
57,62,8548.0022
58,62,6818.0022
59,62,10117.0022
37,63,-12817.9978
38,63,-13779.4947
39,63,-10035.327899999998
40,63,-10373.957799999998
41,63,-7115.3345
42,63,-8437.2389
43,63,-4670.2472
44,63,-6134.5963
45,63,-2391.7495
46,63,-3629.2305
47,63,-148.39959999999996
48,63,-2058.7978
49,63,1562.7327999999998
50,63,16.996299999999906
51,63,5041.1211
52,63,3918.6468999999997
53,63,6821.141
54,63,5231.2235
55,63,8647.692700000001
56,63,6692.9673
57,63,10297.0022
58,63,8478.0022
59,63,12072.0022
37,64,-15008.9978
38,64,-15928.9969
39,64,-12198.9978
40,64,-12659.9978
41,64,-9479.2706
42,64,-10947.322699999999
43,64,-7226.9899000000005
44,64,-8760.571399999999
45,64,-5282.7936
46,64,-6524.2094
47,64,-3251.5585
48,64,-5013.1260999999995
49,64,-1345.8348
50,64,-3011.9259
51,64,2008.4357999999997
52,64,536.2294
53,64,3634.9343
54,64,1869.9915
55,64,5467.4291
56,64,3978.0022
57,64,7533.0022
58,64,5647.0022
59,64,9034.0022
60,64,7299.0022
38,65,-15141.9978
39,65,-11341.9978
40,65,-11909.9978
41,65,-8474.9978
42,65,-9843.168099999999
43,65,-6195.5308
44,65,-7477.6245
45,65,-3778.0616
46,65,-4704.0131
47,65,-1284.6875
48,65,-3038.4593
49,65,423.129
50,65,-1519.487
51,65,3681.9613
52,65,2522.0656
53,65,5697.7037
54,65,3961.2455
55,65,7261.7879
56,65,5335.497
57,65,9044.0022
58,65,7343.0022
59,65,10743.0022
60,65,8979.0022
61,65,12609.0022
38,66,-17331.9978
39,66,-13401.9978
40,66,-13980.9978
41,66,-10725.9978
42,66,-12226.0976
43,66,-8645.5416
44,66,-10060.063199999999
45,66,-6540.5434000000005
46,66,-7611.9852
47,66,-4458.323
48,66,-6106.1211
49,66,-2473.8746
50,66,-4298.2182
51,66,736.1809999999999
52,66,-716.5518999999999
53,66,2382.8102
54,66,552.7282000000001
55,66,4356.6571
56,66,2513.8192
57,66,5982.0022
58,66,4321.0022
59,66,7565.0022
60,66,5921.0022
61,66,9578.0022
62,66,8048.0022
39,67,-12511.9978
40,67,-13071.9978
41,67,-9616.9978
42,67,-10991.482899999999
43,67,-7520.7469
44,67,-8782.647799999999
45,67,-5122.1768
46,67,-5845.5537
47,67,-2462.462
48,67,-4123.8908
49,67,-559.2673
50,67,-2476.7051
51,67,2634.6414999999997
52,67,1271.0022
53,67,4593.0022
54,67,2742.6547
55,67,6188.2217
56,67,4366.6956
57,67,7809.1707
58,67,6080.0022
59,67,9475.0022
60,67,7611.0022
61,67,11289.0022
62,67,9828.0022
63,67,13165.0022
39,68,-14741.9978
40,68,-15191.9978
41,68,-11981.9978
42,68,-13247.898
43,68,-10106.859799999998
44,68,-11393.938699999999
45,68,-7921.1254
46,68,-8802.069
47,68,-5578.7625
48,68,-7191.8226
49,68,-3546.6359
50,68,-5446.6642
51,68,-432.5526
52,68,-1967.0249
53,68,1275.4636999999998
54,68,-297.70410000000004
55,68,3182.6034
56,68,1629.277
57,68,4887.4857999999995
58,68,3130.9128
59,68,6414.0022
60,68,4778.0022
61,68,8173.0022
62,68,6748.0022
63,68,9794.0022
40,69,-14271.9978
41,69,-11111.9978
42,69,-12001.9978
43,69,-8800.9978
44,69,-10078.2652
45,69,-6511.06
46,69,-7218.5916
47,69,-3733.6356
48,69,-5258.4768
49,69,-1548.5255
50,69,-3388.3241000000003
51,69,1658.6097999999997
52,69,34.048400000000015
53,69,3212.0022
54,69,1672.3323999999998
55,69,4904.3467
56,69,3398.7685
57,69,6674.4398
58,69,4894.7749
59,69,8181.1639000000005
60,69,6377.0022
61,69,10105.0022
62,69,8468.0022
63,69,11917.0022
64,69,10154.0022
41,70,-13501.9978
42,70,-14431.9978
43,70,-11183.9978
44,70,-12642.916799999999
45,70,-9145.9305
46,70,-10117.2817
47,70,-6780.0262
48,70,-8169.8447
49,70,-4743.7175
50,70,-6391.9978
51,70,-1424.5284
52,70,-3001.075
53,70,206.39199999999994
54,70,-1324.8479
55,70,2087.6205999999997
56,70,658.7719000000001
57,70,3899.8408
58,70,2069.5158
59,70,5491.9405
60,70,3557.2272000000003
61,70,6976.0022
62,70,5466.0022
63,70,8973.0022
64,70,7249.0022
65,70,10175.0022
41,71,-12671.9978
42,71,-13461.9978
43,71,-9941.9978
44,71,-11330.9978
45,71,-7688.823
46,71,-8549.1291
47,71,-5187.4422
48,71,-6353.1777
49,71,-2792.3732
50,71,-4384.0309
51,71,583.7505
52,71,-970.085
53,71,2137.5892
54,71,614.6654
55,71,3773.7061000000003
56,71,2400.0741
57,71,5721.7189
58,71,4014.0392
59,71,7225.451
60,71,5510.6257
61,71,8776.0022
62,71,7155.0022
63,71,10554.0022
64,71,8876.0022
65,71,12168.0022
41,72,-14891.9978
42,72,-15741.9978
43,72,-12268.9978
44,72,-13876.9978
45,72,-10428.8853
46,72,-11523.516
47,72,-8260.4794
48,72,-9327.851299999998
49,72,-5782.7542
50,72,-7390.5899
51,72,-2430.2057
52,72,-3927.0708
53,72,-836.2278
54,72,-2257.8882
55,72,1058.8584
56,72,-459.38069999999993
57,72,2715.3269
58,72,1182.4633
59,72,4385.7864
60,72,2779.6509
61,72,5902.7294
62,72,4366.0022
63,72,7687.0022
64,72,6132.0022
65,72,9224.0022
66,72,7647.0022
42,73,-14691.9978
43,73,-11024.9978
44,73,-12371.9978
45,73,-8908.9978
46,73,-9606.472899999999
47,73,-6393.9054
48,73,-7693.0035
49,73,-3980.9743000000003
50,73,-5407.6467
51,73,-409.5911
52,73,-1788.6978
53,73,1131.6734000000001
54,73,-359.66419999999994
55,73,2906.7639
56,73,1416.1864999999998
57,73,4607.4043
58,73,3038.8188999999998
59,73,6219.2262
60,73,4583.2134
61,73,7860.536499999999
62,73,6183.1091
63,73,9545.0022
64,73,7910.0022
65,73,11037.0022
66,73,9408.0022
67,73,12491.0022
42,74,-17001.9978
43,74,-13471.9978
44,74,-14731.9978
45,74,-11764.9978
46,74,-12681.9978
47,74,-9242.491199999999
48,74,-10528.264
49,74,-7036.8481
50,74,-8385.6948
51,74,-3383.4344
52,74,-4693.0298999999995
53,74,-1724.7177000000001
54,74,-3144.5019
55,74,175.02190000000007
56,74,-1379.0197
57,74,1887.6958
58,74,232.89199999999994
59,74,3458.6341
60,74,1859.5591
61,74,5129.2928999999995
62,74,3337.0258999999996
63,74,6823.754
64,74,5068.0022
65,74,8479.0022
66,74,6630.0022
67,74,9996.0022
68,74,8299.0022
43,75,-11941.9978
44,75,-12931.9978
45,75,-9920.9978
46,75,-10954.200799999999
47,75,-7511.947
48,75,-8867.6004
49,75,-5190.3398
50,75,-6503.3473
51,75,-1399.9978
52,75,-2604.2008
53,75,233.76560000000006
54,75,-1210.8914
55,75,1958.7221
56,75,354.61800000000005
57,75,3689.3278
58,75,2054.1707
59,75,5282.9009
60,75,3700.2544
61,75,7007.3769
62,75,5059.2051
63,75,8726.099
64,75,6745.0022
65,75,10278.0022
66,75,8136.0022
67,75,11847.0022
68,75,9865.0022
69,75,13426.0022
43,76,-14611.9978
44,76,-15741.9978
45,76,-12651.9978
46,76,-13758.9978
47,76,-10160.8301
48,76,-11491.4836
49,76,-8086.2155
50,76,-9227.7563
51,76,-4250.7137999999995
52,76,-5385.9397
53,76,-2524.2897
54,76,-3966.2842
55,76,-663.9969
56,76,-2304.2077
57,76,1037.1225
58,76,-636.2373
59,76,2658.4379
60,76,1119.1255999999998
61,76,4489.113
62,76,2394.5998
63,76,5960.1799
64,76,4181.6696999999995
65,76,7661.390200000001
66,76,5418.0022
67,76,9099.0022
68,76,6980.0022
69,76,10635.0022
44,77,-14101.9978
45,77,-11120.9978
46,77,-12260.9978
47,77,-8851.9978
48,77,-9850.148899999998
49,77,-6575.6478
50,77,-7611.6788
51,77,-2290.4197
52,77,-3397.4978
53,77,-605.2262000000001
54,77,-1992.8455
55,77,1104.2835
56,77,-504.56679999999994
57,77,2709.3456
58,77,1005.1520999999999
59,77,4146.1312
60,77,2595.8469
61,77,6080.8141
62,77,4098.8015
63,77,7448.0022
64,77,5679.4183
65,77,9378.0022
66,77,7228.2455
67,77,10938.5728
68,77,8858.0022
69,77,12245.0022
44,78,-16496.9978
45,78,-13661.9978
46,78,-14711.9978
47,78,-11581.9978
48,78,-12556.9978
49,78,-9160.6956
50,78,-10193.310899999999
51,78,-5060.7852
52,78,-6089.2706
53,78,-3253.7035
54,78,-4597.4707
55,78,-1449.3578
56,78,-3080.8346
57,78,185.19950000000006
58,78,-1493.0599
59,78,1694.9537
60,78,89.68690000000004
61,78,3493.9035999999996
62,78,1734.1032
63,78,4986.3149
64,78,3327.4096
65,78,6790.1206999999995
66,78,4776.0987
67,78,8100.4965
68,78,5894.2096
69,78,9611.409300000001
70,78,7513.0022
45,79,-12141.9978
46,79,-13151.9978
47,79,-9951.9978
48,79,-11113.9978
49,79,-7973.8694000000005
50,79,-8777.705899999999
51,79,-3175.4680000000003
52,79,-4251.6077
53,79,-1537.3024
54,79,-2808.279
55,79,212.6713000000001
56,79,-1290.6961000000001
57,79,1827.5937
58,79,200.10219999999993
59,79,3415.0022
60,79,1789.7248
61,79,5023.2022
62,79,3566.9745999999996
63,79,6651.0022
64,79,4988.0022
65,79,8369.325700000001
66,79,7135.0875
67,79,10294.7029
68,79,8127.289099999999
69,79,11691.9652
70,79,9589.0022
71,79,13037.0022
45,80,-14481.9978
46,80,-15611.9978
47,80,-12450.9978
48,80,-13549.9978
49,80,-10734.7449
50,80,-11247.684799999999
51,80,-5738.8306
52,80,-6574.9133
53,80,-3942.1668
54,80,-5104.3924
55,80,-2190.5895
56,80,-3570.2219
57,80,-441.46219999999994
58,80,-2074.4563
59,80,1107.0911999999998
60,80,-593.0172
61,80,2646.5901
62,80,1137.6084
63,80,4253.8261999999995
64,80,2837.6655
65,80,5504.9351
66,80,4186.7187
67,80,7416.9482
68,80,5490.1716
69,80,8779.0022
70,80,6639.0022
71,80,10220.0022
46,81,-14511.9978
47,81,-11341.9978
48,81,-12273.9978
49,81,-9810.929999999998
50,81,-10262.2073
51,81,-4110.7258
52,81,-5035.6176
53,81,-2531.6853
54,81,-3656.1829000000002
55,81,-931.6827
56,81,-2197.6263
57,81,726.3999
58,81,-757.3582
59,81,2366.0022
60,81,801.0159
61,81,3786.5217999999995
62,81,2421.5313
63,81,5324.4537
64,81,4042.9006
65,81,7300.181299999999
66,81,5524.6287999999995
67,81,8846.232600000001
68,81,6882.235
69,81,10318.0022
70,81,8207.263700000001
71,81,11826.0022
72,81,10053.0022
46,82,-18071.9978
47,82,-15011.9978
48,82,-16241.9978
49,82,-13834.606699999998
50,82,-15156.9978
51,82,-9071.6206
52,82,-9536.746099999998
53,82,-7072.3872
54,82,-7905.9433
55,82,-5184.356
56,82,-6396.7754
57,82,-3330.4610000000002
58,82,-4784.1654
59,82,-1605.4736
60,82,-3185.6863000000003
61,82,19.648500000000126
62,82,-1571.5074
63,82,1637.8854000000001
64,82,9.782000000000039
65,82,3592.2564999999995
66,82,1655.5522999999998
67,82,5026.1388
68,82,3092.5711
69,82,6472.679
70,82,4427.8945
71,82,7762.0022
72,82,5915.0022
73,82,9300.0022
47,83,-14189.9978
48,83,-15483.9978
49,83,-12968.122099999999
50,83,-14205.9978
51,83,-8607.2431
52,83,-9060.455899999999
53,83,-6141.9433
54,83,-7049.1433
55,83,-3936.7817
56,83,-5234.8271
57,83,-2066.152
58,83,-3523.2119000000002
59,83,-275.46899999999994
60,83,-1956.1084999999998
61,83,1309.9139
62,83,-405.89879999999994
63,83,2856.7595
64,83,1165.6855
65,83,4710.4745
66,83,2772.6515
67,83,6341.7285999999995
68,83,4334.458
69,83,7757.941900000001
70,83,5791.0022
71,83,9243.0022
72,83,7213.0022
73,83,10797.0022
74,83,8884.0022
47,84,-16031.9978
48,84,-17086.9978
49,84,-14571.9978
50,84,-15485.9978
51,84,-10080.0778
52,84,-10940.387499999999
53,84,-8074.5041
54,84,-9014.3324
55,84,-6078.5001
56,84,-7240.1647
57,84,-4219.3493
58,84,-5530.9433
59,84,-2483.8192
60,84,-4019.4378
61,84,-857.4996
62,84,-2563.9978
63,84,699.4389
64,84,-993.9348
65,84,2616.5358
66,84,774.1728999999999
67,84,4107.6443
68,84,2082.4195999999997
69,84,5472.0745
70,84,3473.0517
71,84,6935.5599999999995
72,84,4858.0374
73,84,8237.0022
74,84,6404.0022
75,84,9607.0022
48,85,-16080.9978
49,85,-13531.9978
50,85,-14543.9978
51,85,-9358.9978
52,85,-10265.3676
53,85,-7305.9127
54,85,-8195.6202
55,85,-5085.2746
56,85,-6277.1388
57,85,-3203.6910000000003
58,85,-4456.9086
59,85,-1340.644
60,85,-2828.0117999999998
61,85,449.55820000000006
62,85,-1246.0616
63,85,2016.5866
64,85,292.1459000000001
65,85,3636.2643
66,85,1849.1547
67,85,5491.3297
68,85,3523.3940000000002
69,85,7155.8338
70,85,5101.3094
71,85,8543.9902
72,85,6563.0022
73,85,9962.0022
74,85,7983.0022
75,85,11429.0022
76,85,9625.0022
49,86,-15311.9978
50,86,-16221.9978
51,86,-10932.9978
52,86,-12067.9978
53,86,-9287.8813
54,86,-10402.236599999998
55,86,-7302.0401
56,86,-8349.6985
57,86,-5256.2601
58,86,-6604.2801
59,86,-3580.9296
60,86,-5274.4278
61,86,-1917.1874
62,86,-3492.1876
63,86,-327.4166
64,86,-1993.6793
65,86,1543.3818
66,86,-422.65729999999996
67,86,3109.1251
68,86,1012.4067000000001
69,86,4561.2531
70,86,2546.8815999999997
71,86,5958.096399999999
72,86,4087.8032000000003
73,86,7391.451399999999
74,86,5472.6289
75,86,8642.0022
76,86,6931.0022
77,86,10004.0022
50,87,-15341.9978
51,87,-10161.9978
52,87,-11176.9978
53,87,-8260.7712
54,87,-9292.6408
55,87,-6306.9056
56,87,-7283.6843
57,87,-4104.5278
58,87,-5253.7309000000005
59,87,-2069.6156
60,87,-3724.6991000000003
61,87,-479.80869999999993
62,87,-2093.4914
63,87,1236.9683999999997
64,87,-557.8199
65,87,2968.0022
66,87,1148.4155999999998
67,87,4732.6385
68,87,2808.629
69,87,6355.2679
70,87,4267.3688999999995
71,87,7775.422299999999
72,87,5834.0052
73,87,9093.049700000001
74,87,7250.0022
75,87,10524.0022
76,87,8644.0022
77,87,11919.0022
78,87,10255.0022
51,88,-11761.9978
52,88,-12998.9978
53,88,-10278.9978
54,88,-11448.677
55,88,-8494.6343
56,88,-9517.7657
57,88,-6341.1403
58,88,-7426.6925
59,88,-4452.1891
60,88,-5894.6111
61,88,-2710.8675
62,88,-4475.9978
63,88,-1098.616
64,88,-2840.8015
65,88,547.3362000000001
66,88,-1259.3058
67,88,2094.1427
68,88,304.7223
69,88,3682.3711999999996
70,88,1671.5818
71,88,5102.9103
72,88,3309.1973
73,88,6515.2443
74,88,4760.1902
75,88,7884.1881
76,88,6025.7202
77,88,9129.0022
78,88,7501.0022
51,89,-10921.9978
52,89,-12150.9978
53,89,-9274.9978
54,89,-10434.9978
55,89,-7421.0584
56,89,-8483.7569
57,89,-5376.903
58,89,-6357.5024
59,89,-3159.0260000000003
60,89,-4358.1595
61,89,-939.3823
62,89,-2212.2176
63,89,852.4796
64,89,-537.4753000000001
65,89,2527.6536
66,89,1072.5022
67,89,3968.9857999999995
68,89,2397.2167999999997
69,89,5578.6173
70,89,3714.8891000000003
71,89,6871.2868
72,89,5224.5341
73,89,8365.0233
74,89,6604.1974
75,89,9741.116
76,89,7891.0022
77,89,11104.0022
78,89,9297.0022
79,89,12518.0022
52,90,-13960.9978
53,90,-11280.9978
54,90,-12563.9978
55,90,-9583.084499999999
56,90,-10577.885999999999
57,90,-7436.3593
58,90,-8711.680199999999
59,90,-5391.4503
60,90,-6401.4400000000005
61,90,-3465.0745
62,90,-4530.5067
63,90,-1829.4051
64,90,-2989.9891
65,90,-202.139
66,90,-1460.374
67,90,1569.8089999999997
68,90,-138.41660000000002
69,90,2968.7183999999997
70,90,1115.8123
71,90,4249.9011
72,90,2641.3354999999997
73,90,5712.6885999999995
74,90,4025.2522
75,90,7179.9649
76,90,5383.8112
77,90,8404.4143
78,90,6634.1548
79,90,9654.0022
80,90,8097.0022
53,91,-10131.9978
54,91,-11384.9978
55,91,-8377.427599999999
56,91,-9365.9609
57,91,-6185.8285000000005
58,91,-7471.9978
59,91,-4475.644
60,91,-5185.4999
61,91,-2126.8028
62,91,-2934.0537
63,91,-304.80089999999996
64,91,-1273.959
65,91,1422.3251999999998
66,91,317.1813000000001
67,91,3197.7577
68,91,1746.5022
69,91,4741.1417
70,91,3042.4687
71,91,5967.4064
72,91,4500.0966
73,91,7513.5533000000005
74,91,5964.5577
75,91,9028.138
76,91,7313.0022
77,91,10306.7666
78,91,8607.0022
79,91,11574.0022
80,91,9879.0022
53,92,-12141.9978
54,92,-13436.9978
55,92,-10541.9978
56,92,-11655.9592
57,92,-8411.2988
58,92,-9557.7133
59,92,-6576.6211
60,92,-7413.5912
61,92,-4339.6214
62,92,-5210.9592
63,92,-2649.1292
64,92,-3474.4869
65,92,-961.9505
66,92,-1958.2664
67,92,815.6021999999999
68,92,-703.749
69,92,2280.5861
70,92,634.3212
71,92,3480.4658
72,92,1802.0216
73,92,4765.6431999999995
74,92,3188.3113999999996
75,92,6237.0022
76,92,4777.8966
77,92,7607.5706
78,92,5861.0022
79,92,8882.2677
80,92,7234.651699999999
54,93,-12220.9978
55,93,-9282.9978
56,93,-10552.9978
57,93,-7443.3455
58,93,-8936.7169
59,93,-5799.9978
60,93,-6783.8879
61,93,-3708.9978
62,93,-4273.1977
63,93,-1744.1068
64,93,-2386.7592
65,93,197.08839999999998
66,93,-656.6365
67,93,2268.0022
68,93,972.9976
69,93,3834.7303999999995
70,93,2412.5367
71,93,5347.7973999999995
72,93,3784.7371999999996
73,93,6739.2110999999995
74,93,5235.8544999999995
75,93,8076.0433
76,93,6664.2648
77,93,9721.0022
78,93,7923.463500000001
79,93,10766.6614
80,93,9149.0022
55,94,-11321.9978
56,94,-12741.9978
57,94,-9391.9978
58,94,-10711.9978
59,94,-7680.9978
60,94,-8741.9978
61,94,-5678.2073
62,94,-6215.8856000000005
63,94,-3803.4785
64,94,-4441.5059
65,94,-1992.722
66,94,-2857.9494
67,94,-162.7975
68,94,-1315.6456
69,94,1417.0022
70,94,-125.22559999999999
71,94,2831.1425
72,94,1140
73,94,4094.6993
74,94,2478.985
75,94,5486.6217
76,94,3956.3068000000003
77,94,6863.2101
78,94,5250.7056999999995
79,94,8082.7437
80,94,6395.0022
55,95,-10201.9978
56,95,-11681.9978
57,95,-8701.9978
58,95,-9871.9978
59,95,-6661.9978
60,95,-7890.4587
61,95,-4986.7153
62,95,-5402.5354
63,95,-3040.6101
64,95,-3540.4695
65,95,-916.4114999999999
66,95,-1615.7143999999998
67,95,1118.609
68,95,188.61630000000002
69,95,3011.6324
70,95,1612.6385999999998
71,95,4550.7219
72,95,3036.522
73,95,5944.6466
74,95,4350.5707999999995
75,95,7364.8105000000005
76,95,5931.0491
77,95,8842.2695
78,95,7309.699599999999
79,95,10237.0022
80,95,8412.2458
81,95,11347.369
56,96,-13501.9978
57,96,-10611.9978
58,96,-11711.9978
59,96,-8656.9978
60,96,-9774.820699999998
61,96,-6824.9972
62,96,-7167.704
63,96,-4857.5341
64,96,-5470.609
65,96,-2977.6335
66,96,-3323.6195000000002
67,96,-1019.1668999999999
68,96,-1984.0537
69,96,569.3303999999999
70,96,-729.2264
71,96,2041.6212
72,96,690.2761999999999
73,96,3404.4622
74,96,1824.8678
75,96,4813.8128
76,96,3301.2001
77,96,6147.7966
78,96,4446.3315
79,96,7283.0001999999995
80,96,5714.3305
81,96,8413.722000000002
82,96,7165.0022
57,97,-9631.9978
58,97,-10871.9978
59,97,-7651.9978
60,97,-9081.3087
61,97,-6293.0174
62,97,-6675.496
63,97,-4282.2741
64,97,-4736.5383999999995
65,97,-2620.8256
66,97,-2807.1019
67,97,-34.866300000000024
68,97,-645.333
69,97,2015.6689000000001
70,97,931.2184000000001
71,97,3485.0373
72,97,2343.6342999999997
73,97,5094.1925
74,97,3612.1854000000003
75,97,6508.3547
76,97,5093.6218
77,97,8187.448799999999
78,97,6663.8287
79,97,9390.953800000001
80,97,7747.9157000000005
81,97,10680.0022
82,97,9299.242300000002
58,98,-12790.9978
59,98,-9525.9978
60,98,-10706.9978
61,98,-7852.3419
62,98,-8360.5316
63,98,-6141.5555
64,98,-6579.7739
65,98,-4229.1606
66,98,-4884.6631
67,98,-2307.7264999999998
68,98,-2875.8035
69,98,-275.8586
70,98,-1289.4858
71,98,1271.0022
72,98,30.375599999999963
73,98,2689.0747
74,98,1210.7936
75,98,4151.5204
76,98,2655.7199
77,98,5688.8517999999995
78,98,3926.0063
79,98,6802.7025
80,98,4965.6854
81,98,7641.294000000001
82,98,6427.3718
58,99,-11881.9978
59,99,-8631.9978
60,99,-9975.9978
61,99,-7192.1216
62,99,-7607.4524
63,99,-5365.8883000000005
64,99,-5836.7698
65,99,-3433.2937
66,99,-4045.437
67,99,-1507.8662
68,99,-2031.7948999999999
69,99,654.8548
70,99,-122.87080000000003
71,99,2435.6972
72,99,1375.1165999999998
73,99,4050.2511999999997
74,99,2647.1575
75,99,5531.9947
76,99,4160.9535
77,99,7227.264
78,99,5654.9902
79,99,8672.458900000001
80,99,7033.6502
81,99,9838.077200000002
82,99,8666.120400000002
59,100,-10451.9978
60,100,-11546.9978
61,100,-8877.9978
62,100,-9360.9978
63,100,-6996.2051
64,100,-7483.5394
65,100,-5085.0652
66,100,-5797.6908
67,100,-3390.0054
68,100,-3951.9978
69,100,-1375.4888
70,100,-1990.6126
71,100,456.35479999999995
72,100,-688.1535
73,100,1993.2486
74,100,491.6800999999999
75,100,3322.4907000000003
76,100,1909.708
77,100,4887.0256
78,100,3234.8304
79,100,6257.5578
80,100,4353.1352
81,100,6840.3802
82,100,5480.658899999999
60,101,-10762.9978
61,101,-8051.9978
62,101,-8661.9978
63,101,-6328.8293
64,101,-6818.6766
65,101,-4459.8493
66,101,-5050.3664
67,101,-2522.8311
68,101,-3147.1512000000002
69,101,-709.7981
70,101,-1118.5446
71,101,1497.3827
72,101,447.2266000000001
