z,n,positronEmission(keV)
73,101,3081.8139
74,101,1753.8546000000001
75,101,4556.7204
76,101,3290.7293
77,101,6267.9317
78,101,4791.5942
79,101,7782.231199999999
80,101,6188.0148
81,101,9227.6743
82,101,7985.2555999999995
83,101,11284.0022
61,102,-9901.9978
62,102,-10586.9978
63,102,-8240.9978
64,102,-8643.9978
65,102,-6129.3483
66,102,-6799.2145
67,102,-4221.9978
68,102,-4891.9978
69,102,-2514.4468
70,102,-2903.9002
71,102,-351.7777
72,102,-1296.2889
73,102,1051.1124999999997
74,102,-298.2269
75,102,2410.558
76,102,1087.2165
77,102,3916.4204
78,102,2525.6567999999997
79,102,5488.3597
80,102,3705.0927
81,102,6195.3963
82,102,4809.771
83,102,8283.0022
84,102,6225.0301
62,103,-9861.9978
63,103,-7320.9978
64,103,-8027.9978
65,103,-5652.9978
66,103,-6137.9978
67,103,-3549.9978
68,103,-4221.9978
69,103,-1912.9733999999999
70,103,-2317.1647
71,103,352.2308999999999
72,103,-338.0824
73,103,2189.0506
74,103,991.0166
75,103,3731.6103999999996
76,103,2542.1769
77,103,5356.6701
78,103,4059.5401
79,103,6842.4469
80,103,5364.8344
81,103,8439.4343
82,103,7194.535499999999
83,103,10513.402100000001
84,103,8185.085399999999
63,104,-9461.9978
64,104,-9920.9978
65,104,-7611.9978
66,104,-8021.9978
67,104,-5529.9978
68,104,-6020.9978
69,104,-3623.9978
70,104,-4101.9978
71,104,-1492.1197
72,104,-2216.0925
73,104,144.00220000000002
74,104,-830.9978
75,104,1688.9368999999997
76,104,459.1681
77,104,3064.9348999999997
78,104,1861.2642
79,104,4559.7114
80,104,2951.9291
81,104,5403.9084
82,104,4180.0449
83,104,7581.682
84,104,5628.4248
63,105,-8631.9978
64,105,-9251.9978
65,105,-6881.9978
66,105,-7261.9978
67,105,-4745.9978
68,105,-5325.9978
69,105,-2936.9978
70,105,-3406.9978
71,105,-913.0083
72,105,-1518.8402999999998
73,105,815.0022
74,105,40.2115
75,105,2776.8815
76,105,1945.446
77,105,4535.4288
78,105,3406.9439
79,105,5991.7746
80,105,4652.5010999999995
81,105,7634.1212000000005
82,105,6435.6392
83,105,9594.2263
84,105,7620.6704
64,106,-11010.9978
65,106,-8581.9978
66,106,-9091.9978
67,106,-6631.9978
68,106,-7101.9978
69,106,-4680.9978
70,106,-5141.9978
71,106,-2419.4961
72,106,-3119.4829
73,106,-916.4177
74,106,-1724.6100000000001
75,106,694.5353000000001
76,106,-184.96299999999997
77,106,2439.6237
78,106,1256.371
79,106,3807.9964
80,106,2153.7994
81,106,4651.9192
82,106,3503.3805999999995
83,106,6757.3577
84,106,5011.1997
85,106,7910.6462
65,107,-7741.9978
66,107,-8251.9978
67,107,-5760.9978
68,107,-6373.9978
69,107,-3762.9978
70,107,-4438.9978
71,107,-1682.7393
72,107,-2426.0209
73,107,-176.15250000000003
74,107,-816.8785
75,107,1778.0022
76,107,1123.9049999999997
77,107,3619.7123
78,107,2625.4159
79,107,5127.5935
80,107,3888.2735000000002
81,107,6839.9507
82,107,5750.0884
83,107,8798.7036
84,107,7148.6227
85,107,9970.227400000002
86,107,8088.2457
66,108,-10181.9978
67,108,-7591.9978
68,108,-8262.9978
69,108,-5732.9978
70,108,-6458.9978
71,108,-3440.9978
72,108,-4124.9978
73,108,-2058.1039
74,108,-2837.457
75,108,-465.9978
76,108,-1054.7438
77,108,1448.3527
78,108,285.90520000000004
79,108,2634.5833
80,108,1150.9656
81,108,3988.2749000000003
82,108,2927.631
83,108,6029.8944
84,108,4446.0556
85,108,7235.9811
86,108,5419.1156
67,109,-6801.9978
68,109,-7599.9978
69,109,-5001.9978
70,109,-5760.9978
71,109,-2977.9978
72,109,-3627.5413000000003
73,109,-1403.0464
74,109,-2094.1139
75,109,463.6355
76,109,-8.858499999999935
77,109,2805.6835
78,109,1842.0173
79,109,4427.6571
80,109,2933.5822
81,109,5982.3913999999995
82,109,4969.7095
83,109,7995.3111
84,109,6537.2636
85,109,9266.129500000001
86,109,7498.586399999999
68,110,-9151.9978
69,110,-6842.9978
70,110,-7571.9978
71,110,-4730.9978
72,110,-5301.9978
73,110,-3031.9978
74,110,-3887.9978
75,110,-1453.1742
76,110,-2094.7092
77,110,647.6407
78,110,-498.0118
79,110,1865.4492999999998
80,110,440.9172
81,110,3286.9003000000002
82,110,2298.4051
83,110,5322.6935
84,110,3996.4051
85,110,6624.3576
86,110,4866.3461
87,110,7721.6017999999995
69,111,-6011.9978
70,111,-6670.9978
71,111,-3891.9978
72,111,-4589.4303
73,111,-2361.9978
74,111,-3015.4978
75,111,-440.71590000000003
76,111,-1024.4645
77,111,1770.3478999999998
78,111,958.2492000000001
79,111,3450.9659
80,111,2184.0638
81,111,5117.2346
82,111,4225.9659
83,111,7162.8484
84,111,5886.9142999999995
85,111,8533.5586
86,111,6843.6253
87,111,9786.019900000001
70,112,-8431.9978
71,112,-5737.9978
72,112,-6220.9978
73,112,-4096.5644999999995
74,112,-4922.9978
75,112,-2334.5026
76,112,-3142.4187
77,112,-484.84839999999997
78,112,-1574.8871
79,112,878.4279
80,112,-261.29499999999996
81,112,2562.9488
82,112,1707.6336999999999
83,112,4690.4751
84,112,3518.3034
85,112,6015.8257
86,112,4456.4293
87,112,7309.237099999999
71,113,-4721.9978
72,113,-5380.9978
73,113,-3205.3861
74,113,-4030.4915
75,113,-1370.9978
76,113,-2029.7026999999998
77,113,932.2130000000001
78,113,-11.507499999999936
79,113,2494.3437
80,113,1320.6662999999999
81,113,4224.4564
82,113,3395.2546
83,113,6317.2042
84,113,5272.1194
85,113,7742.5338
86,113,6241.533
87,113,9112.0349
88,113,7326.246099999999
71,114,-6501.9978
72,114,-7125.9978
73,114,-4917.9978
74,114,-5779.9978
75,114,-3191.9978
76,114,-4146.8083
77,114,-1335.5851
78,114,-2474.8924
79,114,52.84990000000005
80,114,-994
81,114,1836.0520999999999
82,114,1126.3660999999997
83,114,4036.1916
84,114,2878.5749
85,114,5393.4537
86,114,3965.4416
87,114,6673.9878
88,114,4951.3642
72,115,-6251.9978
73,115,-4101.9978
74,115,-4871.9978
75,115,-2236.1802
76,115,-3066.8289
77,115,24.67439999999999
78,115,-965.3702
79,115,1526.154
80,115,531.7212000000001
81,115,3307.3477000000003
82,115,2586.8388999999997
83,115,5671.5938
84,115,4536.7897
85,115,6931.7919
86,115,5660.031
87,115,8354.100600000002
88,115,6702.9204
72,116,-8030.9978
73,116,-5830.9978
74,116,-6670.9978
75,116,-4196.2296
76,116,-5315.4728000000005
77,116,-2163.9016
78,116,-3250.3230000000003
79,116,-795.1803
80,116,-1709.2241
81,116,1164.0113999999999
82,116,439.3125000000001
83,116,3412.1202999999996
84,116,2406.8923
85,116,4709.7269
86,116,3298.548
87,116,6038.4594
88,116,4431.7910999999995
89,116,7280.8378999999995
73,117,-4941.9978
74,117,-5678.9978
75,117,-2990.9978
76,117,-4184.7575
77,117,-1118.5978
78,117,-2123.5579
79,117,483.8226000000001
80,117,-422.47720000000004
81,117,2403.5647
82,117,1805.6646
83,117,4858.2863
84,117,3885.8419000000004
85,117,6324.465
86,117,4956.5644999999995
87,117,7555.4261
88,117,6091.6714999999995
89,117,8897.142800000001
74,118,-7541.9978
75,118,-5063.9978
76,118,-6196.9978
77,118,-3202.7198000000003
78,118,-4231.0142
79,118,-1741.9747
80,118,-2395.5204
81,118,464.6717
82,118,-225.62829999999997
83,118,2820.0290999999997
84,118,1787.2871999999998
85,118,4126.2137999999995
86,118,2883.1382
87,118,5377.9501
88,118,3790.4743
89,118,6610.2426
90,118,4905.189
74,119,-6401.9978
75,119,-3871.9978
76,119,-4972.9978
77,119,-2180.3967
78,119,-3177.6497
79,119,-698.7727
80,119,-1474.312
81,119,1434.0425
82,119,887.7479999999999
83,119,4167.7561
84,119,3192.0766000000003
85,119,5443.7961
86,119,4252.7569
87,119,6864.0614
88,119,5341.0106
89,119,8010.923
90,119,6528.0022
74,120,-8301.9978
75,120,-5841.9978
76,120,-6939.9978
77,120,-4206.9978
78,120,-5215.9978
79,120,-2727.0503
80,120,-3285.1715
81,120,-540.247
82,120,-982.1868
83,120,2239.5917999999997
84,120,1282.8836000000001
85,120,3514.8814999999995
86,120,2284.4719
87,120,4763.7233
88,120,3370.8637
89,120,5964.6485999999995
90,120,4273.4442
91,120,7153.8318
75,121,-4641.9978
76,121,-5750.9978
77,121,-3131.9978
78,121,-4012.1634
79,121,-1662.9135999999999
80,121,-2283.8215
81,121,342.89279999999997
82,121,-47.171299999999974
83,121,3441.8904999999995
84,121,2522.1731999999997
85,121,4727.2825
86,121,3570.7421999999997
87,121,5968.4636
88,121,4618.3867
89,121,7299.242499999999
90,121,5710.9133
91,121,8463.6388
75,122,-6501.9978
76,122,-7631.9978
77,122,-5149.9978
78,122,-6051.9978
79,122,-3681.9978
80,122,-4014.3256
81,122,-1514.104
82,122,-1785.7431000000001
83,122,1682.5949
84,122,817.5345000000001
85,122,2896.2208
86,122,1792.5140000000001
87,122,4136.9073
88,122,2764.3489
89,122,5289.6174
90,122,3789.2886
91,122,6512.0887999999995
76,123,-6562.9978
77,123,-4041.9978
78,123,-4922.9978
79,123,-2682.8518
80,123,-3147.757
81,123,-677.9196999999999
82,123,-971.3575999999999
83,123,2735.3079
84,123,1886.8563
85,123,3977.3082999999997
86,123,2920.7259
87,123,5239.258
88,123,3950.1866
89,123,6476.3648
90,123,4957.0803
91,123,7742.9652
92,123,6062.7769
77,124,-6021.9978
78,124,-7073.9978
79,124,-4654.9978
80,124,-5321.9978
81,124,-2555.0814
82,124,-2554.2106
83,124,1375.4162000000001
84,124,378.946
85,124,2460.2439
86,124,1345.3374
87,124,3593.0173999999997
88,124,2295.2376999999997
89,124,4773.4743
90,124,3239.6620999999996
91,124,5861.1059
92,124,4220.633
77,125,-5131.9978
78,125,-6161.9978
79,125,-3791.9978
80,125,-4738.9978
81,125,-2329.5637
82,125,-2439.5301
83,125,1856.3701999999998
84,125,870.5763000000001
85,125,2958.9627
86,125,1869.8636999999999
87,125,4121.223199999999
88,125,2877.759
89,125,5318.5335
90,125,3868.8855000000003
91,125,6503.2638
92,125,4894.0022
77,126,-8121.9978
78,126,-9071.9978
79,126,-6771.9978
80,126,-7776.9978
81,126,-5568.9884
82,126,-6020.3962
83,126,-1666.013
84,126,-2183.1527
85,126,-236.6966
86,126,-1053.0683
87,126,1119.7514999999999
88,126,29.069700000000125
89,126,2476.5576
90,126,1126.8028
91,126,3826.9701999999997
92,126,2223.0890999999997
93,126,5118.9998
78,127,-8241.9978
79,127,-5971.9978
80,127,-6868.9978
81,127,-4506.7109
82,127,-4991.7787
83,127,-1085.4736
84,127,-1595.3741
85,127,719.2618000000001
86,127,-138.42509999999993
87,127,2339.3390999999997
88,127,1191.8595
89,127,3836.2722999999996
90,127,2481.4611999999997
91,127,5260.8234
92,127,3690.732
93,127,6440.0022
94,127,4997.0022
79,128,-7522.9978
80,128,-8376.9978
81,128,-6056.9978
82,128,-6503.4312
83,128,-2388.1019
84,128,-3273.4634
85,128,-948.0006
86,128,-1962.5103
87,128,465.1296000000001
88,128,-701.5536999999999
89,128,1790.7875
90,128,493.9041000000001
91,128,3098.4456
92,128,1713.0022
93,128,4368.0022
94,128,2763.0022
95,128,5557.0022
79,129,-6431.9978
80,129,-7401.9978
81,129,-4968.9978
82,129,-5437.0107
83,129,-1591.0111
84,129,-2443.8459
85,129,68.82299999999998
86,129,-934.4042999999999
87,129,1695.7118
88,129,552.8751000000001
89,129,3183.2909
90,129,1871.2289999999998
91,129,4566.8616999999995
92,129,3123.0612
93,129,5979.8094
94,129,4440.0022
95,129,6958.0022
80,130,-9001.9978
81,130,-6709.9978
82,130,-7019.9978
83,130,-3050.0708
84,130,-4291.1903
85,130,-1736.8106
86,130,-3025.3635
87,130,-365.90109999999993
88,130,-1435.8816
89,130,1153.7026999999998
90,130,-76.21529999999996
91,130,2413.0134
92,130,1186.4751
93,130,3591.3068000000003
94,130,2226.0022
95,130,5068.0022
81,131,-5592.9978
82,131,-6009.4066
83,131,-2039.7589
84,131,-3193.0404000000003
85,131,-547.6555
86,131,-1758.0298
87,131,820.0288999999999
88,131,-245.08410000000003
89,131,2449.6662
90,131,1386.8795
91,131,3839.3242
92,131,2685.6659
93,131,5267.5594
94,131,3660.0022
95,131,6318.0022
81,132,-7437.9978
82,132,-7669.9978
83,132,-3734.9707000000003
84,132,-5113.6498
85,132,-2510.8521
86,132,-3904.8026
87,132,-1234.3962
88,132,-2232.2384
89,132,545.1736999999999
90,132,-440.7563
91,132,1930.2145999999998
92,132,858.3415000000001
93,132,3224.0990999999995
94,132,1791.0022
95,132,4388.0022
81,133,-6327.9978
82,133,-6709.9978
83,133,-2657.9978
84,133,-3868.5081
85,133,-1278.4312
86,133,-2588.6816
87,133,-151.6594
88,133,-1335.3719
89,133,1279.5944
90,133,538.3493
91,133,2844.7727
92,133,1993.3631999999998
93,133,4466.0814
94,133,3169.0022
95,133,5720.0022
81,134,-8100.9978
82,134,-8382.9978
83,134,-4551.9978
84,134,-5881.3844
85,134,-3307.3373
86,134,-4785.7528
87,134,-2216.101
88,134,-3079.8958000000002
89,134,-430.1879
90,134,-1260.565
91,134,1024.4495000000002
92,134,273.19999999999993
93,134,2511.987
94,134,1261.0022
95,134,3763.4920999999995
81,135,-7071.9978
82,135,-7420.9978
83,135,-3435.9978
84,135,-4659.9978
85,135,-1909.7116999999998
86,135,-3333.3728
87,135,-1015.8516999999999
88,135,-2171.0822
89,135,386.3174
90,135,-349.11
91,135,1813.9526
92,135,1192.6650999999997
93,135,3583.0022
94,135,2571.5484
95,135,4918.0022
96,135,3838.0022
82,136,-9102.9978
83,136,-5321.9978
84,136,-6717.9978
85,136,-4013.0254
86,136,-5603.0692
87,136,-3029.4069
88,136,-3944.7797
89,136,-1377.7364
90,136,-2133.5495
91,136,3.613899999999944
92,136,-725.5958
93,136,1568.7599
94,136,673.5565
95,136,3079.0022
96,136,1891.0022
97,136,4456.0022
83,137,-4192.9978
84,137,-5447.9978
85,137,-2555.2371
86,137,-4060.2676
87,137,-1718.4818
88,137,-2849.5562
89,137,-380.37260000000003
90,137,-1066.7537
91,137,1130.7015000000001
92,137,291.77380000000005
93,137,2599.6007999999997
94,137,1662.8926999999999
95,137,4037.0022
96,137,2986.0022
97,137,5651.0022
84,138,-7485.9978
85,138,-4672.9978
86,138,-6287.9175000000005
87,138,-3735.539
88,138,-4874.9616
89,138,-2349.9467
90,138,-3145.7523
91,138,-710.6668
92,138,-1580.524
93,138,795.7369
94,138,-20.997799999999984
95,138,2211.0022
96,138,1239.0022
97,138,3735.0022
84,139,-6182.9978
85,139,-3220.9978
86,139,-4786.9978
87,139,-2248.652
88,139,-3526.9791
89,139,-1067.538
90,139,-2126.4169
91,139,289.0335000000001
92,139,-640.384
93,139,1728.0022
94,139,1081.3069
95,139,3090.0022
96,139,2367.0022
97,139,4667.0022
98,139,3706.0022
84,140,-8180.9978
85,140,-5301.9978
86,140,-6934.9978
87,140,-4225.3872
88,140,-5466.0248
89,140,-2894.0244
90,140,-3997.8723
91,140,-1413.4705
92,140,-2359.1012
93,140,7.421899999999937
94,140,-626.8171
95,140,1420.2579999999998
96,140,790.0022
97,140,2941.0022
98,140,2039.0022
99,140,4407.0022
85,141,-3910.9978
86,141,-5565.9978
87,141,-2881.2429
88,141,-4128.2885
89,141,-1699.9173999999998
90,141,-2969.0403
91,141,-522.159
92,141,-1592.2971
93,141,787.8484
94,141,117.30430000000013
95,141,2117.0022
96,141,1655.0022
97,141,3749.0022
98,141,2930.0022
99,141,5215.0022
100,141,4305.0022
85,142,-5871.9978
86,142,-7658.9978
87,142,-4716.1443
88,142,-5992.4605
89,142,-3475.6329
90,142,-4729.7109
91,142,-2264.2298
92,142,-3215.9083
93,142,-897.7359
94,142,-1498.5832
95,142,456.0022
96,142,1.7839999999999918
97,142,2081.0022
98,142,1302.0022
99,142,3545.0022
100,142,2576.0022
86,143,-6548.9978
87,143,-3704.9978
88,143,-4886.0846
89,143,-2364.53
90,143,-3598.3928
91,143,-1296.086
92,143,-2392.1162
93,143,-88.48619999999994
94,143,-801.9348
95,143,1236.2752999999998
96,143,734.6043000000001
97,143,2918.0022
98,143,2324.0022
99,143,4392.0022
100,143,3547.0022
101,143,5612.0022
87,144,-5490.9978
88,144,-6597.8769
89,144,-4048.0222
90,144,-5250.2342
91,144,-2750.8509
92,144,-3911.3708
93,144,-1540.5316
94,144,-2313.4469
95,144,-219.85759999999993
96,144,-807.8851
97,144,1257.0022
98,144,613.0022
99,144,2735.0022
100,144,1916.0022
101,144,4111.0022
88,145,-5607.9884
89,145,-3111.4326
90,145,-4361.4042
91,145,-1943.2455
92,145,-3159.4883
93,145,-875.1326
94,145,-1744.7827
95,145,362.79239999999993
96,145,-254.56319999999994
97,145,1926.0022
98,145,1278.0022
99,145,3525.0022
100,145,2855.0022
101,145,4902.0022
89,146,-4794.9978
90,146,-5987.7929
91,146,-3449.4714
92,146,-4608.3089
93,146,-2283.6612
94,146,-3212.9073000000003
95,146,-1042.7777
96,146,-1686.3123
97,146,485.6958000000001
98,146,-257.7269
99,146,1908.0022
100,146,1350.3869999999997
101,146,3241.0022
102,146,2719.0022
90,147,-5086.9978
91,147,-2652.9978
92,147,-3786.9978
93,147,-1421.2663
94,147,-2381.9978
95,147,-270.8605
96,147,-1015.0676
97,147,1239.9924
98,147,549.3777000000001
99,147,2706.5762999999997
100,147,2072.0022
101,147,4028.0022
102,147,3584.0022
91,148,-4183.9978
92,148,-5316.9978
93,148,-2903.9978
94,148,-3721.9978
95,148,-1601.5537
96,148,-2449.2978
97,148,-212.7459
98,148,-898.6819
99,148,1447.0027999999998
100,148,577.0022
101,148,2639.8113
102,148,2145.0022
103,148,3959.0022
92,149,-4564.9978
93,149,-2224.9978
94,149,-3072.9978
95,149,-948.8835
96,149,-1917.8907
97,149,328.0022
98,149,-402.1267
99,149,2039.0022
100,149,1322.0022
101,149,3304.9498000000003
102,149,2860.0022
103,149,4644.0022
104,149,4096.0022
93,150,-3695.9978
94,150,-4455.9978
95,150,-2299.7537
96,150,-3398.9978
97,150,-1065.5819
98,150,-1915.0992999999999
99,150,430.0022
100,150,-174.99779999999998
101,150,1985.9427999999998
102,150,1382.2545
103,150,3142.7774
104,150,2533.0022
105,150,4243.0022
94,151,-3693.9978
95,151,-1422.9978
96,151,-2641.9978
97,151,-283.6929
98,151,-1145.5978
99,151,1033.0022
100,151,425.2632
101,151,2628.5097
102,151,2164.0022
103,151,3900.5775000000003
104,151,3360.0022
105,151,5054.0022
95,152,-3078.9978
96,152,-4191.9978
97,152,-1926.3608
98,152,-2803.6674
99,152,-645.4318000000001
100,152,-1499.9976
101,152,805.0022
102,152,249.00220000000002
103,152,2113.3738
104,152,1453.3914999999997
105,152,3265.8990999999996
106,152,2766.0022
96,153,-3374.9978
97,153,-1059.5798
98,153,-2114.9978
99,153,238.00220000000002
100,153,-686.9355
101,153,1528.0022
102,153,947.8670000000001
103,153,2901.5595
104,153,2179.0022
105,153,4141.3673
106,153,3506.0022
107,153,5554.0022
97,154,-2441.9978
98,154,-3521.9978
99,154,-1313.0731
100,154,-2113.6278
101,154,19.605899999999906
102,154,-654.9978
103,154,1396.0022
104,154,540.0022
105,154,2602.0022
106,154,1853.0022
107,154,4052.4074
97,155,-1542.9978
98,155,-2648.9978
99,155,-369.24170000000004
100,155,-1310.7694999999999
101,155,949.0022
102,155,232.59450000000004
103,155,2282.0022
104,155,1494.0022
105,155,3503.0022
106,155,2675.0022
107,155,4861.0485
108,155,4160.0022
98,156,-4073.9978
99,156,-1741.9978
100,156,-2721.9978
101,156,-619.6631
102,156,-1234.9978
103,156,749.0022
104,156,-150.99779999999998
105,156,1968.0022
106,156,1094.0022
107,156,3279.0022
108,156,2583.0022
109,156,4702.0022
99,157,-877.9978
100,157,-1834.9978
101,157,242.00220000000002
102,157,-506.9978
103,157,1645.0022
104,157,739.0022
105,157,2839.0022
106,157,2063.0022
107,157,4153.0022
108,157,3483.0022
109,157,5511.0088
110,157,5067.0022
100,158,-3297.9978
101,158,-1161.9978
102,158,-1961.9978
103,158,80.00220000000002
104,158,-734.9978
105,158,1331.0022
106,158,499.0022
107,158,2579.0022
108,158,2014.0022
109,158,4111.0022
110,158,3475.0022
101,159,-237.99779999999998
102,159,-1144.9978
103,159,982.0022
104,159,65.00220000000002
105,159,2165.0022
106,159,1390.0022
107,159,3465.0022
108,159,2871.0022
109,159,5161.0022
110,159,4513.0022
102,160,-2587.9978
103,160,-481.9978
104,160,-1321.9978
105,160,670.0022
106,160,-144.99779999999998
107,160,1936.0022
108,160,1239.0022
109,160,3785.0022
110,160,2951.0022
103,161,342.0022
104,161,-564.9978
105,161,1582.0022
106,161,770.0022
107,161,2885.0022
108,161,1994.0022
109,161,4575.0022
110,161,3831.0022
111,161,5668.0022
104,162,-2547.9978
105,162,-451.9978
106,162,-1281.9978
107,162,763.0022
108,162,-139.99779999999998
109,162,2387.0022
110,162,1579.0022
111,162,3578.0022
105,163,562.0022
106,163,-477.9978
107,163,1777.0022
108,163,810.0022
109,163,3455.0022
110,163,2481.0022
111,163,4393.0022
106,164,-1987.9978
107,164,220.00220000000002
108,164,-804.9978
109,164,1993.0022
110,164,926.0022
111,164,2707.0022
112,164,1952.0022
107,165,1245.0022
108,165,62.002200000000016
109,165,2821.0022
110,165,1877.0022
111,165,3825.0022
112,165,2903.0022
113,165,5166.0022
107,166,-258.9978
108,166,-1377.9978
109,166,1253.0022
110,166,205.00220000000002
111,166,2293.0022
112,166,1299.0022
113,166,3417.0022
108,167,-309.9978
109,167,2105.0022
110,167,1062.0022
111,167,3248.0022
112,167,2277.0022
113,167,4563.0022
108,168,-1786.9978
109,168,611.0022
110,168,-537.9978
111,168,1675.0022
112,168,746.0022
113,168,2841.0022
108,169,-746.9978
109,169,1525.0022
110,169,417.0022
111,169,2544.0022
112,169,1592.0022
113,169,3881.0022
108,170,-2171.9978
109,170,63.002200000000016
110,170,-1211.9978
111,170,1038.0022
112,170,62.002200000000016
113,170,2204.0022
114,170,1166.0022
109,171,1068.0022
110,171,-148.99779999999998
111,171,1930.0022
112,171,935.0022
113,171,3154.0022
114,171,2142.0022
110,172,-1686.9978
111,172,528.0022
112,172,-576.9978
113,172,1660.0022
114,172,627.0022
115,172,2797.0022
111,173,1488.0022
112,173,335.0022
113,173,2485.0022
114,173,1452.0022
115,173,3727.0022
116,173,2752.0022
112,174,-1082.9978
113,174,1063.0022
114,174,-74.99779999999998
115,174,2195.0022
116,174,1214.0022
117,174,3387.0022
113,175,2017.0022
114,175,893.0022
115,175,3039.0022
116,175,2042.0022
117,175,4466.0022
118,175,3352.0022
114,176,-605.9978
115,176,1658.0022
116,176,511.0022
117,176,2838.0022
118,176,1901.0022
